,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor
2023-10-13,-0.718972,-0.710109,-1.013534,0.048038,1.855437,0.043861,0.149306,-0.731450,7.273650,-1.001736,0.446489,-0.032039,-12.327086,-7.046899,-2.782036,1.780299,0.074800,-1.633798,0.535380,11.252326,0.515350
2023-10-20,-4.096450,-4.261072,-3.793657,-5.189102,-3.666607,-0.106812,0.011638,-2.716515,1.865746,4.672383,-2.423428,0.025075,-8.455446,-15.921751,0.371593,-0.889723,0.163551,-1.688167,-0.489871,2.782072,0.908553
2023-10-27,1.069627,1.464649,1.252388,2.435469,1.310949,0.093688,0.072959,1.433038,-3.677209,0.062916,-2.560581,-0.015323,-5.080672,-12.048791,1.579922,-1.797624,-0.039138,2.101724,0.398244,-5.388946,-0.264106
2023-11-03,0.908055,0.608726,0.333194,0.950208,1.513825,0.275210,0.194867,-0.575816,-4.519117,0.255449,5.687664,0.019502,-0.853661,-1.273085,0.842187,-3.991642,-0.222639,-0.283624,-1.441104,-6.757077,-0.489030
2023-11-10,-0.945156,0.065626,1.132202,1.913405,-2.643656,0.145097,0.191385,0.533835,-4.229948,-1.440692,1.297094,-0.034827,13.575697,28.611822,-1.065625,2.709500,-0.091306,-1.925158,0.717147,-6.422700,0.686055
2023-11-17,-0.657204,-0.514940,1.041078,1.801341,1.448083,0.148352,0.228490,-0.100208,-1.330724,0.440306,2.212592,-0.059931,3.911085,9.466989,3.577228,0.706397,-0.094633,-0.925259,-1.897096,-1.965083,0.974741
2023-11-24,-0.299961,-0.846036,-1.089167,-1.361338,0.601082,-0.193703,0.087581,-1.044915,-0.584688,-1.605417,0.998977,-0.807681,-11.202271,-9.537440,1.661266,-1.199087,0.250872,-2.101699,-0.372387,-0.894937,-0.009344
2023-12-01,-1.645423,-1.570414,-0.063779,0.239171,-4.240972,0.116582,0.067780,-0.021456,-0.738843,2.098454,0.771035,-0.066079,5.762914,15.746751,2.082476,-2.166347,-0.062248,-0.050269,-0.232976,-1.811406,1.089243
2023-12-08,-3.036791,-2.424279,-1.245024,-2.091982,-2.990936,0.056732,0.045669,-0.212200,-5.039401,-0.121979,0.211762,0.026718,16.126822,8.406363,-2.446393,-0.753446,-0.001870,0.356793,0.774933,-8.310835,0.775034
2023-12-15,-1.606432,-1.718185,-0.880610,-0.862311,2.764242,0.403669,0.198194,-0.566163,1.703841,0.054699,2.463132,-0.233671,-6.550364,-6.085531,1.026299,-0.965096,-0.352167,1.537322,-1.359612,2.564998,0.955710
2023-12-22,1.116693,-0.129473,-2.566633,-3.726266,-2.727272,0.350594,0.211761,-0.705005,2.489862,0.854455,0.748171,-0.005637,0.308479,-4.307127,-0.088894,-0.625626,-0.298818,-1.078794,-0.871777,5.355744,-1.358641
2023-12-29,2.422365,2.774324,2.188701,2.638897,4.235593,0.263367,0.330198,1.433637,-2.321064,0.449420,0.319178,-0.177740,2.257154,0.957542,0.507783,-0.464399,-0.211110,-0.127444,-0.320365,-3.758748,-0.994508
2024-01-05,-2.508908,-3.017837,-2.751669,-3.657332,-3.049781,0.174645,0.158091,-0.801475,2.333739,0.141067,-1.533556,0.284796,-12.112092,-9.790891,-0.662668,-3.197688,-0.121621,-1.768792,1.041825,3.865962,-0.646664
2024-01-12,-1.390709,-1.359247,-1.443441,-1.801183,-1.773999,0.088830,0.199653,-0.004824,-0.737824,-0.332240,1.826638,0.029561,0.528429,-1.146982,-0.849939,0.152336,-0.035032,-2.303781,0.000781,-1.589043,0.214559
2024-01-19,0.282645,-0.439138,-3.672822,-4.917720,-5.933867,0.230022,0.156324,-1.489043,0.395031,-0.087396,1.163398,0.164537,9.877580,14.365870,0.790479,2.509195,-0.177789,0.098932,0.769579,0.761862,-1.329499
2024-01-26,3.108449,1.939761,0.172415,-0.703841,4.117799,0.301617,0.182127,0.183950,5.432824,-0.341995,1.051518,-0.130764,4.371502,1.863402,2.490385,0.394133,-0.250300,0.277472,0.234826,8.268676,-1.678520
2024-02-02,-3.757986,-4.735510,-9.681295,-14.145130,-2.659579,0.557801,0.280934,-2.241919,-6.661247,1.266181,1.373481,-0.095721,-5.412951,-13.353139,-0.573318,3.057551,-0.509257,-0.595403,0.473487,-10.131206,-1.783402
2024-02-09,5.395211,5.664299,12.101217,8.752349,1.362035,-0.038955,0.129127,1.360250,5.254139,-0.264365,1.362034,0.042241,14.507136,18.780102,-2.108704,1.259974,0.085628,-0.853945,0.103923,8.406363,-0.129063
2024-02-23,3.378092,3.642062,0.917729,4.552508,2.334238,0.447108,0.286561,2.089981,-3.444630,-0.951695,1.649075,0.039409,15.119911,8.816440,3.259904,-0.199221,-0.336104,1.173469,-0.290804,-5.211042,-0.727040
2024-03-01,-0.765781,1.367845,3.429301,3.317508,-0.818968,0.269710,0.186106,-0.217546,3.300952,1.005451,0.944278,-0.007036,8.663908,7.762778,-0.184471,-2.277986,-0.226274,-1.932135,-0.085539,5.311974,0.377013
2024-03-08,0.467837,0.200660,-0.549059,-0.586088,-1.433113,0.379264,0.120410,-0.459184,-1.703867,4.541828,-0.260994,-0.114055,8.270343,6.004354,0.908982,0.816553,-0.329633,1.214897,-1.106256,-2.632064,-0.228384
2024-03-15,0.042404,0.705089,1.935525,3.391722,2.222362,-0.380050,-0.047713,0.567913,3.943164,0.370648,-0.128896,-0.004227,1.345275,11.219659,5.692085,1.897461,0.437660,-1.634936,0.689738,6.054443,0.426338
2024-03-22,-0.993491,-0.702483,-1.283947,0.721709,-1.333058,0.202995,0.142519,0.687211,-0.481532,0.846533,2.262428,0.040851,-5.612408,3.472398,-3.085804,-1.369780,-0.151600,1.232819,0.942926,-0.763952,0.165651
2024-03-29,0.486410,-0.212298,-1.844433,-2.802076,0.253928,0.178838,0.096242,-0.492111,2.476727,3.606515,0.384611,-0.076081,-6.861812,-17.357693,0.268889,1.251463,-0.127203,0.455659,0.070642,3.720139,-2.000045
2024-04-05,0.629456,0.853420,1.659099,1.090581,1.097249,0.088865,0.122364,0.765095,4.260746,1.905317,-0.956341,-0.001409,-0.294252,1.142694,3.332387,-1.549115,-0.051660,-0.269025,-0.201337,6.708307,-0.068285
2024-04-12,-2.336467,-2.611417,-1.828404,-2.992137,-0.013335,0.176105,0.298925,0.336613,-0.784490,5.213317,-1.567266,0.025367,8.135266,2.520720,1.524975,1.947934,-0.109569,0.290380,1.641348,-1.229273,0.755365
2024-04-19,2.353456,1.876022,0.710868,-1.403003,-3.020642,0.388754,0.250711,-0.191247,-3.109409,-0.386372,-3.095789,0.111257,0.805813,-1.012302,3.392619,0.436312,-0.339740,-1.335497,0.086830,-4.686008,-1.432378
2024-04-26,1.278468,1.195836,1.071485,2.838096,8.430068,-0.282789,0.056288,0.466671,0.763753,-2.443838,2.637036,0.014074,7.969118,19.722917,1.026374,-0.668979,0.338633,-1.288904,-0.023279,0.938186,-0.467377
2024-05-03,0.096949,0.559930,1.276602,1.493470,4.566733,-0.051191,-0.063573,0.471241,-6.183190,-0.920230,0.544207,0.009851,0.781314,3.171148,0.074291,1.810614,0.082085,0.028145,-0.951918,-9.277080,0.115267
2024-05-10,1.783012,1.702299,1.717420,1.387379,2.605731,0.007370,0.214808,1.913740,0.000000,2.142489,1.833591,-0.073201,-8.457947,-3.135353,1.000112,-0.129019,0.068363,-0.918487,0.230594,1.177541,1.824822
2024-05-17,0.619751,0.318413,-0.788974,-0.197550,3.063435,0.085716,0.118439,-0.020823,1.463031,0.614425,1.531293,0.047868,-0.362808,1.386026,5.851586,-1.624470,-0.033752,0.110526,-0.795444,2.348201,-0.406138
2024-05-24,-1.990429,-2.101727,-3.303105,-3.906244,-4.951781,0.221576,0.134062,-0.347005,-2.592850,-1.854718,0.027338,0.080199,-3.089803,0.352322,-2.401168,0.446636,-0.171041,-0.698304,0.237914,-3.772002,0.121028
2024-05-31,-0.495981,-0.600183,-0.092531,0.095328,-2.885733,0.108640,0.155062,0.064394,-0.588165,0.428312,-0.514259,-0.019692,-5.034230,1.662542,-1.663554,-1.920625,-0.057001,-0.504372,-0.105362,0.084911,0.504495
2024-06-07,-0.200275,-0.162437,-1.893288,-3.837698,1.576807,0.253839,0.170826,-1.050366,-2.362706,0.972165,1.307939,0.025318,5.870305,4.937753,-4.383930,-0.919335,-0.203706,0.115295,0.293647,-3.103966,-0.876021
2024-06-14,-1.259205,-0.915768,0.078927,0.523786,-2.342078,0.243874,0.110077,0.102475,3.947719,-2.488470,1.569996,0.063266,14.602528,17.457285,0.149546,2.181116,-0.193847,-0.645187,0.558001,7.533428,0.776765
2024-06-21,-1.141950,-1.304901,-2.147615,-2.448708,0.482288,0.184810,0.089985,-2.226914,1.810059,2.032157,0.606084,0.063226,3.341930,3.860017,-2.465669,-3.217780,-0.134368,0.769334,0.282373,2.588910,-1.358884
2024-06-28,-0.170323,-0.976332,-3.176887,-3.202784,-1.733945,0.436247,0.117980,0.463068,0.780976,-1.479429,-0.075789,0.101078,-3.646084,-6.616566,0.122227,0.069537,-0.388243,2.396306,0.016630,0.488155,-0.492723
2024-07-05,-0.371087,-0.887798,-1.560163,-1.755375,0.456105,-0.224946,0.083847,-0.446811,2.353050,1.465135,1.935374,0.029462,2.591602,6.936233,3.484199,1.070244,0.278867,-0.775109,-0.924303,3.244387,1.501510
2024-07-12,1.109251,1.197700,1.085259,1.387717,2.736270,0.137643,0.090554,-0.192917,-1.847494,1.574221,0.861348,0.036465,5.913525,0.326954,-0.386048,2.347086,-0.087211,-0.306990,-0.736190,-2.161459,-0.221174
2024-07-19,1.814311,1.900221,-0.966378,-1.167025,-4.905346,0.096780,0.110907,-1.241755,-3.229740,-0.458361,-1.984715,0.000000,-10.630836,-7.309730,-4.351810,0.951150,-0.046126,-0.216867,0.254911,-4.645081,-1.482621
2024-07-26,-4.218059,-3.734364,-2.824293,-2.506409,-2.301969,0.531173,0.210299,-1.555868,-3.337543,-1.524083,-0.837283,-0.063120,-8.283103,-9.961903,-0.812061,0.283248,-0.484832,1.251596,-0.040347,-5.611364,1.396621
2024-08-02,-0.493762,-0.733072,1.096889,2.266906,-0.446319,0.544374,0.187812,0.630907,-2.909804,2.945185,-2.083058,0.148620,-4.334022,-3.152891,-0.033830,1.101586,-0.498569,0.434188,-1.054007,-4.373090,1.351740
2024-08-09,-1.103633,-1.571335,-1.436685,-2.252758,0.850405,-0.226114,-0.015679,-0.715856,2.420193,-2.351308,-0.044899,0.102223,-5.573554,1.578216,-2.387232,0.504719,0.279342,-0.944534,-0.075298,4.041727,0.161634
2024-08-16,1.160484,0.419532,-1.063436,-1.006472,1.969508,-0.074101,-0.009723,-2.346243,0.150905,1.247756,3.855902,0.020992,6.393851,4.498892,1.975663,0.349161,0.125849,-0.410748,-0.727592,-0.513732,-0.890992
2024-08-23,0.439561,-0.552796,-2.895498,-3.503956,1.038413,0.292274,-0.071979,-1.007714,-1.723744,0.848890,1.436453,-0.148437,-0.033350,0.801259,2.078754,-1.942622,-0.244307,2.714446,-1.695477,-2.050715,-1.212175
2024-08-30,-0.859773,-0.173215,2.223827,2.936771,2.117819,-0.069417,-0.086535,1.826590,-1.507080,0.258146,0.244438,-0.328463,-9.639486,-5.396054,-0.847079,-1.882057,0.120794,2.202340,1.037090,-2.810749,1.200355
2024-09-06,-3.116372,-2.749743,-2.215734,-2.650569,-3.075140,0.522506,0.159797,-0.048734,-7.517679,-0.066217,-4.341532,-0.280185,-9.107677,-5.681353,-1.184232,0.656556,-0.477032,1.189048,-0.541115,-11.547241,1.934317
2024-09-13,-2.584461,-2.256497,-1.924664,-2.130704,-0.432076,0.580295,0.028628,-1.758329,0.013992,1.710980,3.944527,0.147934,15.371955,12.421997,1.684895,-1.085664,-0.535921,2.603244,-0.071184,0.587410,0.567089
2024-09-20,1.236537,1.314508,1.060007,1.130382,4.994237,0.282513,0.046028,-0.117774,3.370101,1.199129,1.351118,-0.544914,-6.172486,-4.661964,1.848018,-1.094476,-0.235551,0.291041,-0.374051,5.263628,-0.513740
2024-09-27,14.086708,14.584946,14.525930,14.045942,12.222325,-1.018704,-0.088186,5.089993,-2.673040,1.478969,0.622690,-0.771612,20.350235,15.986288,4.482569,-0.911093,1.078407,0.910344,-0.311802,-4.835422,-4.217073
2024-10-04,6.923631,8.141981,9.904062,10.565297,9.713003,-0.159683,-0.286688,2.458551,8.211379,-0.451453,0.224558,-0.038523,14.767115,14.559569,-0.758885,-3.898060,0.182792,4.080800,2.043411,13.971861,-1.349751
2024-10-11,-2.760266,-3.306744,-4.859222,-5.251596,-6.753777,0.402617,-0.134635,-2.511901,0.828399,0.110544,1.106002,0.933212,3.039981,10.237074,-0.516206,-0.833999,-0.327838,4.797734,0.420995,0.545669,0.086283
2024-10-18,0.056826,0.974535,3.046029,5.960402,-2.129950,0.122127,0.474897,2.862941,-7.400058,3.564877,0.850027,0.764766,5.104275,2.041796,-1.405230,0.159955,-0.073336,-5.949609,0.519511,-11.224765,1.214250
2024-10-25,0.052672,0.791386,2.963928,3.846737,-1.033776,-0.334661,-0.142543,1.489996,3.663118,0.910135,-0.968928,-0.258492,-7.180300,-2.969825,-0.389796,-1.315744,0.387778,1.071640,0.821848,6.085903,0.861378
2024-11-01,-1.191787,-1.692545,0.380257,-0.750548,-0.407431,0.272966,-0.002030,-0.542729,-3.977950,0.797173,-1.375085,0.063280,-10.531785,-9.779493,-1.595330,1.911660,-0.225746,2.656670,0.007189,-6.203694,3.549057
2024-11-08,4.209669,5.355918,6.483349,7.984093,1.075611,0.327474,0.147220,2.135875,1.307564,-2.287282,4.550977,0.418047,1.046163,0.431969,-3.039113,-2.309643,-0.281040,-0.367806,0.601412,2.060470,-0.682861
2024-11-15,-3.461341,-3.350202,-4.906942,-4.744180,-6.486473,0.132353,0.160837,-0.914990,-3.932897,-3.670228,-2.105561,0.779505,-1.209732,-1.707853,-3.572403,-2.346141,-0.084189,-0.945352,1.636901,-5.687676,0.527241
2024-11-22,-2.651173,-2.632905,-2.985091,-1.563447,-1.015988,0.088890,0.103795,-0.097294,5.783063,5.664889,1.667612,-0.069476,-6.028662,-7.915574,-0.615581,2.007586,-0.040172,-1.121338,0.753498,9.589684,0.937848
2024-11-29,0.895383,1.307715,1.753039,2.596617,1.001934,0.413667,0.203974,1.493398,-4.329915,-1.456695,1.050526,-0.090391,-4.286201,-2.618732,-0.957040,-3.736758,-0.367919,-0.756167,-1.608346,-6.276022,0.085734
2024-12-06,1.530062,1.433720,2.151330,2.560100,2.251284,0.447486,0.289012,1.020355,-1.453148,-0.463256,0.955079,-0.040355,3.702407,5.046644,-0.943515,1.962798,-0.402057,-0.965890,0.183333,-2.483891,-0.045699
2024-12-13,-1.033354,-1.010838,0.151995,0.084492,0.529106,1.160208,0.222673,1.759457,4.539981,1.556163,-0.645399,0.038964,-3.410877,6.670740,1.178674,-1.889212,-1.120954,4.002063,0.913619,7.216262,0.550983
2024-12-20,0.394754,-0.138322,-1.194707,-1.318413,-1.262439,0.415471,0.059326,-0.801842,-2.381876,-1.881399,-2.007088,0.034776,0.000000,-0.457560,-0.485216,4.185576,-0.370574,2.780411,0.836195,-2.432385,-0.368317
2024-12-27,1.990367,1.347551,-0.304809,-1.610343,1.857623,0.034426,0.041209,0.153502,1.395181,1.017705,0.672008,-0.011127,7.391131,0.596742,0.298416,0.093325,0.013620,0.558770,0.161497,2.500449,-1.257401
2025-01-03,-4.333258,-5.309672,-8.327642,-9.269440,-1.657172,0.683979,0.224405,-1.714156,4.085460,1.240222,-0.476275,-0.020867,-10.661978,-10.947272,-2.063286,-1.359531,-0.641716,-1.549122,0.835365,6.512129,-2.038076
2025-01-10,-1.044498,-1.137098,-1.084062,-1.437667,-3.585640,-0.313175,0.019715,0.446606,3.962686,1.187268,-1.961572,0.018085,-8.372807,-6.905444,1.253153,0.537404,0.363948,-3.320755,0.672989,5.173373,0.157246
2025-01-17,0.864767,2.117088,3.980105,5.211847,2.689902,0.005195,-0.095836,1.301193,1.171206,0.818097,2.869349,-0.002782,3.278122,9.819462,1.138791,-0.286032,0.042643,1.959032,-0.253383,0.597824,0.646181
2025-01-24,-0.131351,0.536829,1.115169,1.639438,2.432034,-0.010877,-0.025618,1.054028,-4.096135,1.274851,1.728938,-0.256278,9.266262,11.875950,1.658748,0.849316,0.058824,0.058316,-1.751224,-4.311188,0.076223
2025-01-31,0.176480,-0.412644,-1.078498,-1.562488,0.788859,0.234754,0.075446,-0.407429,-1.285816,-0.209805,-1.000027,-0.009763,-11.061572,-6.703502,-1.632372,1.690969,-0.216322,0.596936,0.958912,-2.436222,-0.176813
2025-02-07,0.941395,1.961794,4.283908,4.808655,4.393645,0.370002,0.148480,1.623104,-2.394452,3.394788,-0.240998,0.001395,-6.327356,-10.362165,3.550905,-0.385154,-0.298400,0.241216,-0.383998,-3.820727,0.591536
2025-02-14,2.002977,1.182532,1.931986,1.853902,6.798771,-0.289014,-0.006605,0.254749,-0.066967,2.724162,1.460248,0.009763,-0.325266,-3.939359,0.860397,-0.014264,0.339335,-2.664793,-1.206508,0.451141,0.080371
2025-02-21,0.800424,0.996175,1.820460,3.156545,3.721135,-0.752336,-0.168501,1.314122,-1.064054,-0.576908,-1.673885,-0.013947,10.001256,10.468143,0.573100,-1.467258,0.807107,-0.771352,-0.143919,-2.314522,0.594374
2025-02-28,-1.626779,-2.246911,-3.309777,-2.811730,-2.312075,-0.150202,-0.174104,-0.891969,-1.048129,-1.816409,-0.979818,0.058564,-16.301949,-23.135630,-0.951311,-1.162682,0.199581,0.629745,0.853636,-1.256897,0.143110
2025-03-07,1.618487,1.377739,2.592507,3.715289,5.470553,-0.420228,-0.032573,1.380553,-3.665148,1.089090,-3.144049,-0.046011,1.349048,-3.356415,2.024389,-0.432931,0.472038,0.797665,-3.471378,-5.269507,0.535340
2025-03-14,2.157401,1.573313,1.423302,0.969600,-1.126025,-0.346936,0.010272,0.145472,0.283487,2.252649,-2.301064,0.046011,1.697171,1.028407,0.624425,-1.011839,0.398417,0.807832,-0.152386,0.912866,-0.838907
2025-03-21,-2.405967,-2.319462,-2.121545,-2.551768,-1.134374,-0.110724,0.172836,-1.384433,1.433413,1.711980,0.506259,0.030662,-1.491987,1.312876,0.732904,-0.465799,0.160090,-1.798408,0.401847,2.555718,0.938556
2025-03-28,0.163661,0.012021,-0.940434,-2.166573,-1.116907,0.348223,0.193171,-0.197671,1.206589,2.215847,-1.540147,-0.011149,-5.044608,0.105135,-0.867200,-0.326401,-0.303659,-1.816395,-0.115665,2.351850,0.034324
2025-04-04,-0.654728,-1.380119,-1.199295,-1.043412,-2.492933,0.795485,0.176153,-0.332066,-9.357472,2.221949,-9.521199,0.190753,-3.691146,-2.543364,-3.138726,-2.363034,-0.761991,1.238110,-1.077262,-14.829796,0.735153
2025-04-11,-1.615991,-2.916297,-4.624788,-5.655163,-8.849102,0.503322,0.146544,-1.719069,-2.250381,2.440743,5.544542,0.275046,-18.057613,-17.686122,-1.353702,2.093746,-0.454349,0.853503,-3.108379,-2.097797,0.594605
2025-04-18,1.442472,0.585039,-0.369730,-0.521654,2.271201,-0.071812,0.017922,-0.584082,4.923978,4.356378,-1.515331,-0.024973,0.977714,0.154239,0.018550,0.646528,0.119293,-0.679827,-0.543123,9.036291,-0.792452
2025-04-25,-0.332675,0.382848,1.188078,1.831900,2.700282,-0.033330,-0.032229,0.891395,-3.022373,-0.484091,4.488393,-0.004163,7.460426,20.064735,1.927147,0.477726,0.080316,0.420877,0.357121,-4.997677,1.043813
2025-05-02,-0.592576,-0.434617,0.082503,0.178556,2.355667,0.322290,0.064489,-0.067905,-6.885182,-0.880388,2.880358,-0.072182,-2.109583,-5.808602,-2.334156,-4.312058,-0.291808,0.864991,0.459660,-12.061351,0.690068
2025-05-09,1.912555,1.984805,1.583637,2.193616,1.600390,0.058475,0.157532,1.306512,3.878249,1.035248,-0.471685,0.112415,12.704255,19.579895,2.957573,-1.955440,0.000606,0.493128,0.378522,6.907421,0.613429
2025-05-16,1.209354,1.109965,-0.102704,-0.229876,2.065779,-0.391351,0.083962,0.317251,2.244502,-4.756061,5.139064,-0.218006,3.146193,8.248386,-0.630088,3.478777,0.441609,-3.116343,0.557089,4.655676,-0.808762
2025-05-23,-0.177190,-0.175292,-1.104877,-1.301107,1.091513,0.041118,0.131456,-0.114587,-0.460264,3.695179,-2.645463,-0.026415,-6.285679,-2.276987,0.824371,-1.600081,0.004791,-0.974474,-1.858769,0.083740,-0.505958
2025-05-30,-1.230202,-1.088823,0.318413,0.613923,-1.328589,-0.016745,0.035366,0.226202,-3.792370,-1.069667,1.858774,-0.098771,1.812160,6.792513,-1.277750,-3.971697,0.063000,-0.651411,0.318490,-4.896309,1.061337
2025-06-06,0.378382,0.875060,1.591992,2.073809,2.135788,0.231102,0.055936,1.069278,6.253004,1.471371,1.488772,-0.004176,10.059229,12.206625,1.604590,1.551179,-0.186903,0.759431,-0.237814,10.792971,0.249547
2025-06-13,-0.462888,-0.253339,-0.379717,-0.764126,0.419503,0.181760,0.097642,-0.018692,12.043019,1.409760,-0.390572,-0.101659,12.008962,0.320349,-0.354078,-0.659564,-0.137560,-0.891600,-1.072329,18.717259,-0.026529
2025-06-20,-0.101444,-0.454891,-1.770325,-1.758189,-1.527051,0.292659,0.108079,-0.172216,0.794917,-2.006501,-0.152870,-0.107342,10.850898,9.490125,0.273620,0.394318,-0.249281,0.051725,0.628618,2.867387,-0.370359
2025-06-27,1.258069,1.933881,3.898790,4.519080,3.152727,-0.081325,0.013234,2.060035,-13.304138,-1.576752,3.381123,-0.094891,6.646721,11.307541,1.903071,-2.039511,0.127291,0.635351,-1.533201,-19.259434,-0.093380
2025-07-04,1.206884,1.529531,0.810303,0.560156,-1.527367,0.178071,0.148605,1.202559,3.218668,1.381334,1.707019,-0.128526,0.755805,4.111425,-0.178211,2.452384,-0.134176,-1.074852,-0.281288,4.305661,-0.957819
2025-07-11,0.594066,0.815399,1.937382,2.331581,0.930220,-0.168401,0.007171,0.755182,3.047526,-0.451433,-0.312622,-0.083910,4.095678,2.165701,-1.472638,4.176677,0.214905,-1.151881,0.908448,4.879369,0.307300
2025-07-18,0.280496,1.083615,1.196243,1.398212,2.802539,0.072540,0.080856,0.664795,-2.002069,0.446285,0.589973,0.032174,21.773252,32.934544,2.258494,0.699389,-0.028131,-0.228489,0.597863,-5.038905,-0.038387
2025-07-25,1.114995,1.676492,3.225978,2.331192,2.241261,-0.554344,-0.152827,2.117402,-2.382630,0.038602,1.448143,-0.110554,2.514892,-5.264521,-0.455600,-5.227765,0.603911,-0.240072,-0.805490,-1.810880,-0.011571
2025-08-01,-1.491385,-1.765726,-1.380839,-0.540296,-3.529857,0.232367,0.086553,-1.376611,2.800650,-0.852696,-2.386019,0.107756,12.855870,5.702352,-1.590210,0.079649,-0.189048,0.674932,1.038815,3.604189,0.907854
2025-08-08,1.264396,1.226460,1.759655,2.482367,1.422078,0.134539,0.097585,2.279190,-4.712297,2.191911,2.398697,-0.159577,-0.633441,-0.459773,-0.003779,1.821106,-0.090701,-0.257578,-0.429536,-6.230049,-0.141515
2025-08-15,1.554678,2.344700,3.802332,4.004238,1.640807,-0.472713,-0.049344,1.585435,-0.286901,-1.534950,0.940093,-0.015411,12.871213,24.635251,0.068315,-1.630109,0.521741,-0.116935,-0.428630,0.267645,-0.235874
2025-08-22,3.323669,4.094680,3.798067,3.390259,0.272954,-0.329074,-0.108272,2.795451,1.694320,-0.309838,0.264928,-0.070081,15.837255,16.053798,-0.308032,-2.030952,0.376867,0.739726,-0.125070,1.523639,-1.499431
2025-08-29,1.621001,2.676546,3.189108,1.023371,-1.037442,0.096529,0.056366,-2.613164,0.296912,1.504019,-0.102884,-0.408849,24.103914,26.305792,0.743690,1.155882,-0.052402,0.135957,0.126092,-0.306587,-1.020326
2025-09-05,-1.157600,-0.813533,-1.862633,-2.628934,1.348098,0.105770,0.071993,0.605018,-2.689263,3.808747,0.328240,0.047856,13.692075,-1.970437,0.187150,-2.081917,-0.061803,0.786784,-0.114529,-3.336619,0.295006
2025-09-12,0.890704,1.373232,3.325590,2.416408,3.745863,-0.410018,-0.051452,0.425480,1.825778,2.257312,1.573454,-0.063343,3.640538,2.468912,0.821366,0.230052,0.458532,-0.969025,-0.120704,2.497007,-0.078470
2025-09-19,-2.000497,-0.445007,0.315683,0.205965,0.592975,-0.011003,0.023596,-1.558254,-1.248794,-0.439698,1.208742,0.153362,-0.139881,-2.254397,-0.702110,0.314773,0.056000,1.681029,0.034926,-1.639498,0.012736
2025-09-26,1.069074,1.063407,0.979278,-0.547317,-1.582998,-0.231578,-0.108401,0.934040,4.108237,3.024030,-0.310489,0.033736,-1.867870,6.632265,1.248592,1.062160,0.278545,1.289827,0.552174,6.073044,-0.878500
2025-10-03,1.616243,1.972588,2.340293,2.369429,3.802736,0.022341,0.021359,1.544620,-6.700207,2.119747,1.079243,-0.136421,-2.451859,-2.225108,0.671504,-0.421076,0.003245,0.887615,-0.479493,-10.368460,-0.319611
2025-10-10,-0.472355,-0.515461,-0.191003,-0.544625,-3.184174,0.049728,0.077741,0.026197,-3.590738,3.058866,-2.461329,-0.009852,-3.447572,-5.498808,0.984607,0.428526,0.014295,-0.108978,1.118737,-4.311196,0.314377
2025-10-17,-0.238235,-2.247358,-5.303731,-4.734017,-4.048951,0.359973,0.117826,-2.375656,-1.215279,10.342866,1.687322,-0.139440,-4.193483,-9.029390,1.219730,1.146677,-0.318041,-1.193143,-0.270243,-2.700167,-0.432627
2025-10-24,2.595643,3.192648,3.397525,3.201392,3.552596,-0.127299,0.135320,1.462163,5.672359,-6.369871,1.897840,-0.029603,27.934981,16.477524,1.427076,-0.526014,0.173246,-1.905175,0.390993,8.493535,-1.029866
2025-10-31,-1.131242,-0.430388,0.993443,1.171659,-0.973757,0.535651,0.191073,0.781945,-0.525099,-1.739810,0.711716,-0.067697,-4.341898,-7.995556,-0.132735,-2.500473,-0.495348,0.540922,0.794377,-0.030496,1.028692
2025-11-07,0.885667,0.818223,-0.042190,0.467865,1.285501,-0.105774,0.070607,0.853739,-1.372020,-0.071615,-1.642015,-0.062096,3.539088,1.579055,-1.789281,-1.278018,0.151230,-1.697890,-0.183763,-0.069531,1.394062
2025-11-14,0.002633,-1.088545,-1.269628,-0.520071,1.252064,0.054765,0.043654,0.523223,0.921954,3.408245,0.078883,-0.015530,-5.716922,-11.889147,1.158616,-1.544264,-0.010689,1.061261,-0.264746,2.541156,0.508669
2025-11-21,-2.755181,-3.844055,-5.951449,-5.973498,-5.223722,-0.046777,0.040032,-1.798587,-2.807755,-2.793591,-1.966308,0.070572,0.256789,-3.465903,-0.850351,1.751151,0.091700,0.486929,0.870656,-4.350463,0.213704
2025-11-28,0.464538,1.627025,3.092756,3.701413,2.501633,-0.240434,-0.043076,-0.272412,-0.304415,2.869097,3.659322,-0.121414,10.328945,14.784513,3.401397,0.371100,0.286877,0.526593,-0.715062,1.223701,0.069658
2025-12-05,1.084861,1.270436,0.938312,0.112869,0.870905,-0.392152,-0.030917,0.077437,2.441078,0.743622,0.310653,-0.056522,4.289567,8.196945,3.240019,-0.925176,0.439849,0.242290,-0.459728,4.676655,-0.674961
2025-12-12,-0.245607,-0.078268,1.008615,0.386711,-0.416006,0.105784,0.051176,0.200711,-4.221926,0.996022,-0.627694,-0.157016,8.037922,12.552614,-1.153331,0.731648,-0.061770,1.401444,-0.589512,-4.283257,0.201034
2025-12-19,0.323238,-0.279194,-0.003346,-0.559645,-1.108101,0.083765,0.055471,0.476987,-1.813136,0.947427,0.103792,-0.124657,-1.785605,1.461235,2.201403,-1.828439,-0.039506,0.426925,0.315859,3.740883,0.055119
